Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330210304
Firmware Version,1.4
Calibration Date,2021/01/14
Protocol Name_Number,TEST_015
Test Start Time,06:40:45
Test Start Date,2026/07/10
Test Length [D:H:M:S],0:3:17:30
Sample Interval [H:M:S],0:0:5
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),7.705
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.600
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,
Number of Samples,2370
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
1220,2546,711,295,104,61,55,40,24,18,12,4,3,4,1,0,0,1,0.026415,32.770,0.000,98.910,,,
1225,2666,687,284,112,36,61,25,26,24,11,12,2,2,1,2,2,0,0.026822,32.778,0.000,98.928,,,
1230,2542,733,312,80,51,52,28,37,18,9,7,3,2,3,2,2,0,0.026586,32.789,0.000,98.910,,,
1235,2795,800,293,108,59,56,29,24,20,12,5,2,2,5,2,3,0,0.028616,32.796,0.000,98.928,,,
1240,3025,857,356,107,60,41,25,25,17,10,6,3,3,2,1,0,0,0.030705,32.804,0.000,98.922,,,
1245,2963,911,323,104,54,51,29,22,18,6,7,4,4,4,0,2,0,0.030375,32.833,0.000,98.928,,,
1250,3106,932,327,125,54,54,26,29,16,8,8,3,4,2,3,4,0,0.031743,32.841,0.000,98.916,,,
1255,2859,845,338,110,62,61,22,42,26,13,6,2,2,3,1,0,0,0.029865,32.852,0.000,98.928,,,
1260,2945,840,296,120,47,57,27,24,16,7,8,4,4,3,1,1,0,0.029687,32.859,0.000,98.928,,,
1265,2760,810,291,120,73,67,29,28,28,10,6,3,4,1,1,2,0,0.028836,32.889,0.000,98.922,,,
1270,2745,752,291,114,67,68,31,28,11,10,5,3,3,1,2,0,0,0.027946,32.889,0.000,98.922,,,
1275,2809,755,315,124,58,43,23,29,20,11,11,4,2,1,2,1,1,0.028450,32.900,0.000,98.922,,,
1280,3027,831,337,120,55,52,29,29,14,5,4,3,1,2,1,0,0,0.030105,32.907,0.000,98.928,,,
1285,3117,1001,357,116,67,52,28,31,20,9,13,5,3,4,0,1,0,0.032777,32.915,0.000,98.922,,,
1290,3027,943,369,111,59,45,35,24,17,8,8,6,7,0,2,0,0,0.031630,32.944,0.000,98.928,,,
1295,2912,895,313,121,72,49,33,37,23,8,1,9,3,1,1,0,1,0.030469,32.948,0.000,98.935,,,
1300,2545,798,330,108,52,54,29,31,26,20,8,4,4,1,0,2,1,0.027632,32.963,0.000,98.922,,,
1305,2672,755,314,107,53,52,31,25,34,10,8,4,4,0,1,1,0,0.027748,32.963,0.000,98.928,,,
1310,2789,708,298,111,55,52,16,31,20,18,8,6,1,4,3,1,0,0.027487,32.985,0.000,98.928,,,
1315,2706,784,290,112,50,42,18,38,34,13,5,6,2,4,1,2,1,0.027894,33.000,0.000,98.935,,,
1320,2779,758,301,110,63,39,31,35,25,10,4,6,4,2,2,1,0,0.028001,33.000,0.000,98.922,,,
1325,2759,769,345,98,52,51,28,34,27,9,8,4,4,2,1,1,1,0.028471,33.019,0.000,98.928,,,
1330,2747,735,297,112,58,54,25,35,25,12,4,7,1,4,5,2,4,0.028007,33.019,0.000,98.935,,,
1335,2671,795,299,121,68,60,25,31,33,7,5,2,1,2,2,1,0,0.027884,33.048,0.000,98.910,,,
1340,2690,770,305,117,48,49,28,38,22,5,10,2,5,4,1,3,0,0.027913,33.056,0.000,98.928,,,
1345,2610,756,291,108,43,51,25,28,28,12,8,3,4,3,1,1,0,0.027026,33.074,0.000,98.928,,,
1350,2582,706,294,108,61,51,27,35,21,9,6,3,5,3,2,1,4,0.026805,33.074,0.000,98.922,,,
1355,2552,711,273,100,62,42,25,31,20,7,6,5,6,2,0,0,1,0.026032,33.089,0.000,98.935,,,
1360,2596,719,283,106,51,47,25,28,21,9,5,1,2,2,2,0,0,0.026498,33.111,0.000,98.922,,,
1365,2592,730,325,107,56,55,25,28,24,11,6,6,2,2,3,0,2,0.027041,33.122,0.000,98.935,,,
1370,2604,687,297,115,42,61,28,42,18,8,3,4,2,2,3,1,0,0.026502,33.130,0.000,98.935,,,
1375,2561,742,321,118,61,60,19,28,15,12,7,6,4,0,0,1,1,0.027137,33.152,0.000,98.922,,,
1380,2642,732,318,97,60,52,16,32,16,13,8,3,7,0,2,2,0,0.027087,33.167,0.000,98.928,,,
1385,2642,769,270,110,63,53,21,34,21,18,4,1,2,1,2,1,0,0.027093,33.174,0.000,98.928,,,
1390,2810,779,336,110,62,61,25,43,30,10,7,3,3,2,1,1,2,0.029057,33.185,0.000,98.922,,,
1395,2751,759,290,97,49,61,23,27,22,6,6,6,4,2,0,2,1,0.028015,33.200,0.000,98.922,,,
1400,2748,753,296,122,60,48,27,25,18,10,5,5,2,0,0,1,1,0.027750,33.222,0.000,98.928,,,
1405,2709,725,294,115,67,57,29,24,27,10,3,4,3,3,1,0,2,0.027709,33.230,0.000,98.928,,,
1410,2746,718,328,99,56,61,33,31,21,16,12,4,6,4,0,3,0,0.027905,33.259,0.000,98.922,,,
1415,2683,711,304,115,70,58,39,32,20,14,4,6,1,1,0,2,0,0.027302,33.259,0.000,98.928,,,
1420,2656,799,316,113,54,57,23,33,30,9,6,4,2,5,1,1,1,0.027879,33.274,0.000,98.935,,,
1425,2688,740,324,115,58,61,27,25,23,5,4,7,1,3,4,1,0,0.027687,33.278,0.000,98.928,,,
1430,2716,790,333,101,55,54,26,26,12,10,8,4,2,0,0,3,1,0.028174,33.307,0.000,98.928,,,
1435,2740,721,308,125,58,59,35,36,21,7,1,2,4,1,0,2,1,0.027808,33.315,0.000,98.935,,,
1440,2633,780,290,103,55,43,22,30,19,10,2,1,3,2,0,0,0,0.027242,33.322,0.000,98.935,,,
1445,2646,792,350,126,60,61,28,26,13,16,9,5,3,1,0,0,0,0.028376,33.333,0.000,98.935,,,
1450,2758,796,331,131,61,56,33,23,22,11,12,5,3,4,1,0,0,0.029004,33.333,0.000,98.928,,,
1455,2574,724,299,118,52,62,23,33,15,15,8,4,5,1,1,1,0,0.026889,33.356,0.000,98.928,,,
1460,2671,700,305,104,48,55,23,31,24,10,5,8,3,2,1,3,0,0.026797,33.370,0.000,98.916,,,
1465,2655,771,340,111,62,45,20,31,22,7,7,2,1,4,2,1,1,0.027854,33.374,0.000,98.910,,,
1470,2602,688,324,120,42,68,29,34,18,10,8,6,2,2,0,3,0,0.027135,33.385,0.000,98.916,,,
1475,2736,724,294,112,54,58,28,29,21,15,2,4,2,3,1,0,0,0.027369,33.389,0.000,98.935,,,
1480,2691,763,335,102,60,66,34,24,24,12,6,4,2,2,3,0,0,0.028156,33.396,0.000,98.935,,,
1485,2597,744,313,100,47,58,37,31,20,5,6,9,0,1,2,2,0,0.026840,33.426,0.000,98.935,,,
1490,2686,744,298,99,51,50,22,23,17,10,5,5,2,4,2,1,0,0.027170,33.426,0.000,98.922,,,
1495,2620,721,269,98,66,50,34,29,20,12,7,2,6,2,1,1,0,0.026516,33.444,0.000,98.935,,,
1500,2722,706,285,94,48,65,34,41,21,7,6,4,5,3,2,2,1,0.027328,33.444,0.000,98.916,,,
1505,2710,680,269,110,55,60,26,27,24,7,5,5,3,2,0,1,0,0.026904,33.459,0.000,98.922,,,
1510,2680,733,261,125,58,42,17,20,19,11,5,6,4,4,1,1,1,0.026738,33.481,0.000,98.928,,,
1515,2594,717,288,106,50,51,26,31,29,11,3,4,5,2,2,1,0,0.026528,33.481,0.000,98.928,,,
1520,2697,708,305,104,55,52,21,21,25,7,6,7,3,2,4,0,0,0.027174,33.500,0.000,98.935,,,
1525,2607,676,283,101,60,44,25,42,12,5,7,3,3,3,5,1,0,0.026203,33.500,0.000,98.935,,,
1530,2674,788,292,109,43,61,27,31,27,12,7,3,2,1,1,3,1,0.027510,33.522,0.000,98.935,,,
1535,2802,753,298,104,53,58,28,41,14,8,8,3,7,2,3,0,0,0.027898,33.537,0.000,98.928,,,
1540,2696,738,308,119,49,55,32,36,28,8,9,5,3,3,1,1,3,0.027963,33.541,0.000,98.928,,,
1545,2654,733,283,105,75,56,25,35,14,15,2,5,6,3,2,0,2,0.027098,33.556,0.000,98.935,,,
1550,2583,756,267,95,60,58,29,36,22,8,5,4,3,3,1,0,0,0.026593,33.556,0.000,98.935,,,
1555,2698,748,261,91,62,46,23,29,15,11,3,1,1,1,2,0,0,0.026636,33.593,0.000,98.928,,,
1560,2554,684,258,103,56,54,23,35,16,7,5,3,2,1,0,3,0,0.025596,33.593,0.000,98.935,,,
1565,2689,721,294,91,55,56,35,27,15,13,3,3,1,4,2,0,0,0.026992,33.596,0.000,98.922,,,
1570,2547,697,319,88,50,54,31,33,19,4,8,2,1,2,2,0,1,0.026215,33.611,0.000,98.935,,,
1575,2501,686,307,106,49,57,33,29,24,10,9,2,2,6,0,2,1,0.025903,33.611,0.000,98.935,,,
1580,2479,624,288,100,49,47,28,28,14,11,2,6,2,1,0,1,1,0.024771,33.641,0.000,98.935,,,
1585,2563,690,266,81,60,41,26,29,16,7,4,5,1,3,3,0,2,0.025537,33.648,0.000,98.935,,,
1590,2455,665,304,104,62,43,25,32,12,13,7,5,5,1,1,0,0,0.025306,33.659,0.000,98.935,,,
1595,2485,691,278,113,46,42,21,36,18,11,10,2,2,3,1,2,1,0.025561,33.667,0.000,98.935,,,
1600,2458,698,293,109,57,53,19,31,17,8,3,4,1,2,1,1,0,0.025467,33.674,0.000,98.935,,,
1605,2648,741,244,88,56,34,22,31,19,10,6,6,2,4,0,1,0,0.026202,33.704,0.000,98.935,,,
1610,2680,735,293,123,58,55,22,36,22,15,11,1,5,2,1,1,3,0.027689,33.704,0.000,98.935,,,
1615,2509,728,303,85,45,33,28,31,21,10,4,6,4,3,0,1,0,0.025777,33.722,0.000,98.935,,,
1620,2591,748,312,98,55,45,16,27,18,9,7,5,3,2,4,1,0,0.026651,33.722,0.000,98.935,,,
1625,2834,796,330,113,66,54,32,39,23,11,7,7,1,3,0,1,2,0.029292,33.752,0.000,98.935,,,
1630,2882,863,327,114,59,56,37,28,31,12,3,7,2,4,1,2,0,0.030082,33.759,0.000,98.941,,,
1635,2791,804,292,100,52,56,37,35,18,18,3,6,3,2,0,1,1,0.028558,33.767,0.000,98.935,,,
1640,2697,755,294,122,53,59,31,30,19,14,12,6,3,5,1,0,0,0.027888,33.796,0.000,98.941,,,
1645,2654,748,291,99,60,43,32,27,17,19,5,5,5,2,0,1,0,0.027271,33.796,0.000,98.941,,,
1650,2684,731,249,101,79,58,27,23,25,10,8,7,4,5,0,2,0,0.027040,33.796,0.000,98.928,,,
1655,2632,742,275,101,53,51,26,36,25,7,6,3,1,4,0,0,0,0.026712,33.811,0.000,98.941,,,
1660,2424,644,293,82,58,43,29,39,16,14,4,5,5,1,1,4,1,0.024749,33.815,0.000,98.941,,,
1665,2630,710,297,97,58,46,29,28,22,9,6,4,2,3,0,1,1,0.026445,33.837,0.000,98.941,,,
1670,2644,755,268,99,47,40,33,28,19,15,4,4,1,2,3,2,0,0.026797,33.852,0.000,98.935,,,
1675,2664,802,290,124,61,54,29,32,20,12,13,10,4,4,0,5,2,0.028132,33.856,0.000,98.935,,,
1680,2746,759,299,106,51,58,26,26,15,10,11,6,3,2,1,1,0,0.027729,33.870,0.000,98.935,,,
1685,2624,730,278,104,56,47,27,28,27,11,7,8,2,3,4,2,1,0.026945,33.870,0.000,98.928,,,
1690,2586,752,271,101,45,46,23,33,28,16,10,5,4,2,0,2,0,0.026537,33.885,0.000,98.935,,,
1695,2647,707,289,116,61,53,34,33,21,9,9,6,4,2,3,1,0,0.026932,33.907,0.000,98.935,,,
1700,2686,715,294,102,53,54,24,33,27,9,12,4,3,3,0,3,0,0.027207,33.907,0.000,98.935,,,
1705,2686,722,302,104,52,52,31,33,20,18,10,3,5,6,1,0,0,0.027236,33.922,0.000,98.953,,,
1710,2636,713,311,114,48,57,23,28,20,15,5,6,5,3,3,1,0,0.026980,33.926,0.000,98.941,,,
1715,2687,809,302,117,51,53,35,31,22,14,1,4,5,5,0,0,0,0.028093,33.941,0.000,98.941,,,
1720,2604,778,282,97,67,50,24,27,22,17,4,4,1,2,1,2,1,0.027151,33.963,0.000,98.935,,,
1725,2601,739,286,112,56,45,34,22,18,9,5,3,4,2,3,1,2,0.026728,33.963,0.000,98.941,,,
1730,2643,717,295,109,57,52,24,24,21,10,6,3,1,2,1,1,1,0.026998,33.981,0.000,98.935,,,
1735,2666,759,258,108,43,47,21,27,14,20,10,3,5,3,0,1,1,0.026780,33.981,0.000,98.947,,,
1740,2623,680,240,87,40,60,37,30,17,11,3,4,3,1,0,2,0,0.025568,34.004,0.000,98.966,,,
1745,2628,708,291,104,55,52,20,25,19,12,4,5,5,0,1,2,0,0.026489,34.019,0.000,98.947,,,
1750,2536,649,254,96,51,46,24,36,23,10,11,7,4,2,1,0,1,0.025315,34.019,0.000,98.941,,,
1755,2433,674,272,101,54,43,28,23,10,17,2,6,2,4,1,2,0,0.025119,34.038,0.000,98.935,,,
1760,2514,644,237,105,50,47,27,27,20,11,5,4,2,1,4,0,0,0.024698,34.038,0.000,98.941,,,
1765,2504,644,276,91,58,38,32,30,17,11,0,4,4,6,0,0,1,0.024935,34.062,0.000,98.941,,,
1770,2565,643,250,108,58,50,27,31,23,8,6,5,1,2,1,0,1,0.025340,34.077,0.000,98.935,,,
1775,2451,645,258,83,57,54,32,27,15,17,8,6,4,1,0,1,0,0.024545,34.077,0.000,98.947,,,
1780,2496,649,271,85,39,47,29,30,24,6,0,6,4,2,0,1,0,0.024563,34.085,0.000,98.941,,,
1785,2517,671,281,94,65,48,28,34,20,14,5,3,2,1,2,0,0,0.025475,34.096,0.000,98.947,,,
1790,2471,676,264,95,40,60,28,29,23,7,7,6,2,1,1,1,0,0.024869,34.096,0.000,98.947,,,
1795,2556,647,259,103,52,50,34,20,23,10,6,3,2,1,0,0,0,0.025332,34.135,0.000,98.935,,,
1800,2477,650,253,96,61,52,23,35,15,3,2,3,4,2,0,0,0,0.024567,34.135,0.000,98.947,,,
1805,2484,682,248,96,42,43,16,21,19,9,3,6,2,2,1,0,0,0.024460,34.135,0.000,98.941,,,
1810,2460,674,260,92,40,51,28,26,25,4,5,4,3,1,5,0,0,0.024671,34.154,0.000,98.953,,,
1815,2455,673,286,87,60,47,26,43,13,5,0,4,2,1,1,1,0,0.024675,34.154,0.000,98.947,,,
1820,2462,692,246,98,50,55,23,25,20,10,5,5,4,1,1,2,0,0.024823,34.162,0.000,98.935,,,
1825,2456,627,251,114,34,55,23,25,14,6,5,7,2,0,1,2,1,0.024188,34.192,0.000,98.947,,,
1830,2505,632,253,87,53,46,28,21,15,12,4,6,2,2,1,2,1,0.024566,34.192,0.000,98.935,,,
1835,2425,675,257,75,44,52,28,19,17,8,6,2,2,3,1,1,0,0.024200,34.196,0.000,98.953,,,
1840,2467,620,274,92,45,59,26,22,21,12,9,1,3,1,0,3,0,0.024445,34.212,0.000,98.947,,,
1845,2448,648,264,105,46,56,36,39,18,7,7,4,4,1,1,1,0,0.024772,34.212,0.000,98.960,,,
1850,2498,689,265,102,67,49,28,28,28,8,3,0,4,1,0,1,0,0.025556,34.219,0.000,98.941,,,
1855,2413,678,256,92,48,42,24,31,25,12,5,6,1,1,0,1,0,0.024465,34.250,0.000,98.935,,,
1860,2495,658,274,98,44,53,24,25,8,8,9,6,2,3,2,0,1,0.025005,34.250,0.000,98.947,,,
1865,2482,656,249,91,37,48,29,33,24,13,5,9,4,4,1,0,0,0.024582,34.269,0.000,98.941,,,
1870,2434,666,227,80,47,53,20,21,18,6,6,4,5,2,2,1,0,0.024148,34.269,0.000,98.941,,,
1875,2428,652,262,85,62,50,29,27,22,6,1,1,2,1,0,1,0,0.024598,34.277,0.000,98.947,,,
1880,2467,647,239,83,49,47,26,21,25,12,5,5,0,0,1,1,0,0.024265,34.308,0.000,98.935,,,
1885,2311,647,261,94,39,37,22,28,19,10,0,2,5,1,0,1,0,0.023361,34.308,0.000,98.960,,,
1890,2371,692,245,86,48,40,26,31,18,9,3,4,1,0,3,2,0,0.024071,34.323,0.000,98.935,,,
1895,2327,644,252,96,55,44,21,22,22,13,4,1,2,1,1,0,0,0.023384,34.346,0.000,98.953,,,
1900,2500,671,266,97,55,57,16,30,17,3,6,2,4,1,0,1,1,0.024955,34.346,0.000,98.947,,,
1905,2444,694,224,104,59,43,29,22,22,11,6,8,4,1,1,0,0,0.024881,34.358,0.000,98.947,,,
1910,2385,658,234,86,58,53,23,29,17,12,8,1,3,2,0,3,0,0.023989,34.365,0.000,98.941,,,
1915,2358,626,252,101,48,53,24,30,18,10,8,6,3,3,1,1,2,0.023838,34.365,0.000,98.935,,,
1920,2466,613,248,84,48,39,11,27,23,8,2,2,4,2,0,0,0,0.023706,34.396,0.000,98.935,,,
1925,2395,635,253,101,48,48,16,34,16,12,8,5,2,2,3,0,0,0.024208,34.404,0.000,98.953,,,
1930,2474,617,271,85,41,47,17,29,18,4,5,5,2,3,2,0,1,0.024240,34.404,0.000,98.947,,,
1935,2386,657,258,80,45,56,22,28,20,13,3,1,1,3,1,0,0,0.023883,34.419,0.000,98.960,,,
1940,2486,690,274,88,53,68,18,30,17,15,6,2,2,1,1,0,0,0.025257,34.423,0.000,98.947,,,
1945,2542,675,251,110,52,48,21,21,17,10,4,6,2,4,1,0,0,0.025366,34.423,0.000,98.947,,,
1950,2528,688,251,103,46,38,24,26,16,8,8,2,2,0,0,1,0,0.024908,34.454,0.000,98.947,,,
1955,2490,674,279,100,52,36,34,22,24,10,3,3,1,0,1,1,0,0.024862,34.462,0.000,98.953,,,
1960,2480,648,274,90,44,40,24,28,21,11,5,3,3,2,1,1,1,0.024660,34.462,0.000,98.960,,,
1965,2512,698,256,83,49,45,26,24,13,8,4,4,3,2,2,0,0,0.024922,34.473,0.000,98.960,,,
1970,2430,677,288,86,52,46,24,22,22,7,7,3,4,2,3,3,0,0.024677,34.481,0.000,98.953,,,
1975,2534,682,260,106,55,58,29,33,17,10,6,3,3,2,2,2,0,0.025438,34.481,0.000,98.953,,,
1980,2550,687,260,87,54,52,24,25,21,13,7,4,1,6,1,1,0,0.025270,34.496,0.000,98.947,,,
1985,2524,658,273,90,56,59,22,28,17,7,7,1,4,1,1,2,0,0.025160,34.519,0.000,98.960,,,
1990,2505,656,275,94,48,52,21,29,19,11,9,8,1,5,1,2,1,0.025270,34.519,0.000,98.960,,,
1995,2421,639,252,94,52,55,17,29,8,15,3,4,1,0,3,1,0,0.024280,34.523,0.000,98.966,,,
2000,2583,679,252,72,62,42,23,19,17,5,5,5,2,1,1,1,2,0.025229,34.538,0.000,98.953,,,
2005,2465,619,279,83,50,56,24,33,24,5,3,4,2,2,1,1,0,0.024450,34.538,0.000,98.953,,,
2010,2442,621,251,80,64,49,20,28,19,18,8,5,2,0,0,0,0,0.024177,34.546,0.000,98.941,,,
2015,2386,635,255,75,43,46,27,27,25,6,8,6,4,2,3,0,0,0.023964,34.577,0.000,98.947,,,
2020,2446,607,256,109,52,42,22,32,14,4,3,5,1,0,1,1,1,0.024097,34.577,0.000,98.947,,,
2025,2410,655,220,83,52,49,21,27,20,10,4,1,4,4,1,0,0,0.024005,34.577,0.000,98.953,,,
2030,2448,629,250,87,47,43,17,30,15,11,4,4,4,1,1,0,0,0.023882,34.596,0.000,98.953,,,
2035,2511,649,253,81,54,46,23,36,19,9,2,8,4,1,0,0,0,0.024856,34.596,0.000,98.953,,,
2040,2499,672,264,83,64,49,22,27,19,9,3,2,2,2,1,1,1,0.024754,34.596,0.000,98.960,,,
2045,2444,609,259,73,55,46,31,29,18,10,6,3,2,1,0,0,0,0.023936,34.635,0.000,98.953,,,
2050,2421,632,271,91,50,54,22,33,16,4,9,4,2,1,0,1,1,0.024426,34.635,0.000,98.960,,,
2055,2450,679,269,92,47,41,23,30,16,9,5,2,1,3,0,0,1,0.024704,34.635,0.000,98.947,,,
2060,2386,672,280,99,39,61,17,19,15,14,9,2,2,3,0,1,1,0.024725,34.654,0.000,98.953,,,
2065,2453,636,256,82,34,44,24,18,15,10,4,1,4,1,0,0,0,0.024100,34.654,0.000,98.953,,,
2070,2476,656,254,90,55,48,22,26,16,4,2,3,1,2,0,0,1,0.024408,34.677,0.000,98.953,,,
2075,2433,658,231,103,50,45,27,29,20,9,5,4,3,1,1,0,0,0.024408,34.692,0.000,98.947,,,
2080,2481,709,246,111,58,41,25,23,18,13,11,4,2,1,0,0,0,0.025143,34.692,0.000,98.960,,,
2085,2638,682,251,96,43,55,26,26,18,13,10,1,4,0,1,1,1,0.025783,34.704,0.000,98.947,,,
2090,2572,667,256,98,65,45,29,28,24,9,1,5,3,3,0,1,0,0.025534,34.712,0.000,98.947,,,
2095,2510,694,261,95,43,52,22,25,15,3,9,7,7,2,0,4,1,0.025143,34.712,0.000,98.947,,,
2100,2536,702,237,84,54,53,38,29,14,12,6,2,2,2,3,0,0,0.025258,34.727,0.000,98.953,,,
2105,2447,677,258,104,57,37,23,35,24,10,4,7,1,3,2,0,0,0.024794,34.750,0.000,98.953,,,
2110,2508,703,263,85,58,54,29,23,15,7,5,4,1,1,2,2,1,0.025359,34.750,0.000,98.960,,,
2115,2487,672,261,112,64,65,21,17,14,10,3,2,1,1,2,2,1,0.025400,34.758,0.000,98.960,,,
2120,2466,676,261,98,48,52,25,29,16,9,6,5,7,2,0,3,0,0.024973,34.769,0.000,98.953,,,
2125,2578,654,282,105,47,31,24,26,20,15,4,2,5,5,1,0,0,0.025454,34.769,0.000,98.953,,,
2130,2438,677,251,88,60,47,28,31,18,6,11,2,7,1,0,0,1,0.024691,34.785,0.000,98.953,,,
2135,2487,625,281,72,55,39,19,23,19,9,6,5,0,2,0,1,0,0.024245,34.808,0.000,98.947,,,
2140,2447,704,266,99,47,51,20,25,27,13,9,6,3,1,3,1,1,0.025202,34.808,0.000,98.953,,,
2145,2487,680,252,94,65,61,20,32,13,8,11,5,5,3,2,1,1,0.025142,34.812,0.000,98.966,,,
2150,2489,700,267,102,53,40,27,27,24,10,7,3,9,2,2,1,1,0.025361,34.827,0.000,98.966,,,
2155,2492,701,264,92,62,60,20,26,18,7,4,7,2,2,1,0,1,0.025342,34.827,0.000,98.960,,,
2160,2416,697,234,88,54,49,16,26,20,12,5,5,3,3,0,0,0,0.024541,34.827,0.000,98.960,,,
2165,2493,657,253,91,45,44,23,38,22,6,7,8,1,8,4,2,3,0.024730,34.865,0.000,98.953,,,
2170,2377,689,253,109,41,39,29,27,17,8,4,3,1,1,0,0,0,0.024281,34.865,0.000,98.960,,,
2175,2462,661,242,95,34,49,19,24,23,15,6,5,9,2,3,5,1,0.024479,34.873,0.000,98.953,,,
2180,2481,667,250,85,39,51,24,31,21,9,3,3,1,2,1,1,0,0.024560,34.896,0.000,98.953,,,
2185,2463,632,233,93,49,47,22,15,22,9,3,4,1,3,1,2,1,0.024018,34.904,0.000,98.953,,,
2190,2519,649,251,72,45,51,23,28,20,8,8,2,1,2,0,2,0,0.024550,34.904,0.000,98.960,,,
2195,2531,655,242,83,51,54,34,28,12,9,7,8,1,2,2,1,0,0.024818,34.919,0.000,98.960,,,
2200,2590,670,260,82,57,57,24,14,11,15,8,4,4,3,0,0,0,0.025420,34.923,0.000,98.960,,,
2205,2514,653,244,86,43,58,28,29,13,7,2,5,1,1,2,0,0,0.024476,34.923,0.000,98.953,,,
2210,2457,643,225,89,57,47,28,32,20,6,3,6,3,2,1,0,0,0.024236,34.954,0.000,98.953,,,
2215,2567,690,252,88,43,38,25,21,26,15,8,3,0,0,0,0,2,0.025305,34.962,0.000,98.953,,,
2220,2549,677,272,86,51,51,19,32,17,5,7,7,4,0,1,1,1,0.025445,34.962,0.000,98.966,,,
2225,2488,650,286,89,53,43,16,33,14,15,6,7,3,4,2,0,0,0.024994,34.973,0.000,98.953,,,
2230,2444,657,236,91,45,54,21,23,24,9,7,2,2,2,0,0,1,0.024501,34.981,0.000,98.953,,,
2235,2523,651,279,84,56,52,29,30,16,5,7,9,0,3,0,1,0,0.025047,34.988,0.000,98.960,,,
2240,2433,711,264,90,58,50,27,27,13,6,8,1,2,1,3,1,0,0.024801,34.996,0.000,98.960,,,
2245,2419,644,251,96,61,49,23,23,19,14,9,4,6,1,2,0,1,0.024564,35.019,0.000,98.966,,,
2250,2441,641,256,80,38,58,21,26,24,6,3,3,1,0,1,0,0,0.024070,35.019,0.000,98.953,,,
2255,2487,654,242,64,45,52,17,26,23,10,6,3,3,1,1,2,0,0.024435,35.030,0.000,98.960,,,
2260,2373,657,248,80,49,53,24,32,15,10,4,3,1,4,0,0,0,0.023859,35.034,0.000,98.947,,,
2265,2373,646,254,91,39,51,16,19,16,7,3,7,1,3,0,1,1,0.023673,35.038,0.000,98.960,,,
2270,2499,637,253,87,40,38,20,18,21,9,4,5,3,0,1,0,0,0.024136,35.045,0.000,98.966,,,
2275,2458,636,246,75,44,40,22,27,14,11,5,3,2,1,2,0,0,0.023853,35.075,0.000,98.966,,,
2280,2391,639,251,91,54,56,23,23,26,4,5,2,3,5,1,0,1,0.023822,35.075,0.000,98.966,,,
2285,2373,633,250,81,57,46,28,32,19,11,4,6,3,5,1,0,0,0.024005,35.083,0.000,98.966,,,
2290,2493,639,246,91,43,36,17,26,16,10,7,2,7,2,2,0,2,0.024301,35.094,0.000,98.960,,,
2295,2445,652,254,75,48,45,18,29,13,7,4,4,3,2,0,1,0,0.023926,35.094,0.000,98.960,,,
2300,2468,592,269,87,35,49,29,33,21,12,11,2,1,2,1,1,1,0.024180,35.094,0.000,98.966,,,
2305,2533,651,219,89,50,60,17,32,16,15,7,2,5,0,0,1,0,0.024442,35.117,0.000,98.966,,,
2310,2343,630,245,71,47,61,22,35,21,6,9,3,7,2,1,2,0,0.023423,35.132,0.000,98.960,,,
2315,2359,589,216,71,60,57,19,25,14,9,5,2,2,1,4,1,0,0.022895,35.136,0.000,98.966,,,
2320,2375,584,236,83,42,45,18,34,16,14,2,2,3,3,3,1,0,0.022980,35.147,0.000,98.960,,,
2325,2327,637,260,85,36,43,21,28,15,5,3,6,2,1,0,2,0,0.023169,35.151,0.000,98.960,,,
2330,2303,589,226,94,52,47,27,23,15,13,3,5,1,2,2,2,0,0.022701,35.151,0.000,98.966,,,
2335,2378,668,249,106,62,41,26,28,20,9,4,6,4,4,3,2,0,0.024314,35.174,0.000,98.966,,,
2340,2392,651,264,74,48,43,19,21,12,10,2,5,0,1,0,2,0,0.023659,35.189,0.000,98.966,,,
2345,2412,587,249,100,38,36,32,26,13,9,5,5,1,2,0,0,1,0.023470,35.189,0.000,98.960,,,
2350,2333,636,216,91,36,45,18,27,21,6,3,2,5,0,0,3,0,0.022764,35.200,0.000,98.966,,,
2355,2452,621,243,71,43,39,22,30,15,14,7,2,3,1,0,1,1,0.023633,35.208,0.000,98.960,,,
2360,2366,624,221,99,41,49,35,26,18,6,7,6,2,2,0,0,1,0.023495,35.208,0.000,98.966,,,
